gender,age,education,radio,newspaper,tv,internet
0,24,4,5,0,3,5
0,53,2,2,0,0,0
1,22,7,3,0,3,7
0,26,4,2,0,6,3
1,62,3,5,6,3,2
1,51,4,7,0,7,5
1,35,4,7,2,4,4
0,46,4,5,0,4,0
1,40,7,4,4,6,2
0,32,4,7,0,7,7
0,49,3,6,1,7,7
1,35,2,6,6,0,6
0,55,6,7,0,7,5
0,29,4,3,0,3,0
0,30,4,5,0,2,1
0,32,4,3,0,3,0
0,25,4,0,0,0,1
0,37,6,2,6,4,0
1,37,4,5,2,6,6
1,23,7,5,6,6,7
0,24,2,0,0,1,4
0,29,4,3,1,7,0
1,51,4,6,6,7,7
0,21,6,3,5,3,6
1,23,6,6,3,1,3
0,30,7,5,2,5,7
0,44,4,3,5,4,3
0,35,4,5,1,5,4
1,16,4,0,0,0,0
1,30,4,5,0,0,0
0,34,5,3,5,0,0
0,26,4,4,7,5,0
0,25,4,0,2,2,1
0,29,6,1,5,5,5
0,27,4,5,0,7,7
1,75,6,6,6,7,0
0,32,7,6,2,7,7
1,28,4,7,1,5,6
1,28,6,1,1,7,7
1,66,2,0,1,0,0
0,56,5,7,6,3,0
1,19,4,0,0,1,1
1,22,7,0,6,4,5
1,29,6,7,0,1,7
1,32,6,5,0,3,7
1,43,5,4,4,7,7
1,24,5,2,3,4,2
0,23,4,0,3,1,1
1,43,4,1,3,3,7
0,52,4,3,6,2,4
0,44,3,0,3,7,3
0,56,4,5,6,6,2
0,17,5,3,7,0,0
0,38,4,5,4,6,0
0,26,4,0,0,4,4
0,21,2,7,0,0,0
0,31,,0,0,0,0
0,58,4,3,5,0,0
0,31,6,3,0,4,4
0,40,6,2,1,2,1
1,44,4,5,3,5,7
1,15,2,0,0,0,0
1,38,6,7,1,7,7
1,14,2,0,0,2,1
0,17,5,0,0,3,3
1,15,3,0,0,5,0
0,32,6,0,3,0,0
0,22,6,0,0,0,1
1,31,3,5,0,4,1
0,42,2,3,0,3,3
0,52,2,0,7,7,2
0,29,6,3,0,5,0
0,36,5,0,2,7,7
1,19,2,3,3,1,2
1,22,6,2,1,3,6
1,71,7,4,6,3,0
0,15,3,1,0,1,0
1,67,6,3,6,6,0
1,80,2,7,6,7,0
0,78,6,5,6,6,0
0,46,3,4,0,5,5
0,50,6,5,1,0,0
1,76,2,6,7,7,0
1,57,4,7,0,4,2
0,76,5,2,6,6,2
0,84,3,4,7,5,0
0,49,5,3,6,6,0
0,51,4,7,7,5,5
1,31,6,3,5,5,6
0,58,6,3,3,1,0
1,21,3,2,6,6,4
