0.100	13.890	0.100	0.100	0.100	0.100	0.100	328.310	0.100	0.100
0.100	31.075	8.600	0.100	242.624	0.100	0.100	0.100	0.100	0.100
263.092	85.984	13.224	0.100	0.100	0.100	0.100	0.100	0.100	0.100
194.804	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	166.396
65.765	15.618	25.946	0.100	0.100	0.100	0.100	14.267	0.100	247.904
27.150	65.307	230.525	0.100	0.100	0.100	0.100	18.418	0.100	0.100
332.257	259.367	54.359	13.293	161.569	0.100	0.100	75.755	0.100	0.100
0.100	49.421	182.831	0.100	15.048	0.100	0.100	0.100	0.100	0.100
0.100	256.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
32.517	96.288	102.540	43.059	11.724	0.100	0.100	31.193	0.100	17.379
0.100	17.220	271.314	0.100	20.766	0.100	0.100	0.100	0.100	0.100
0.100	12.121	0.100	0.100	0.100	0.100	133.500	60.679	0.100	0.100
0.100	18.462	0.100	0.100	196.904	0.100	0.100	4.362	0.100	21.672
7.564	46.034	0.100	0.100	65.873	0.100	0.100	23.230	0.100	157.798
126.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
0.100	8.202	0.100	0.100	0.100	0.100	0.100	290.997	0.100	0.100
204.034	0.100	0.100	0.100	51.585	0.100	0.100	29.680	0.100	0.100
46.469	15.594	166.936	0.100	0.100	0.100	0.100	22.032	17.542	16.026
0.100	52.300	43.356	0.100	73.142	0.100	0.100	77.603	0.100	0.100
0.100	159.829	0.100	0.100	83.371	0.100	0.100	0.100	0.100	0.100
0.100	48.435	0.100	83.176	0.100	0.100	0.100	0.100	25.688	0.100
0.100	250.189	0.100	0.100	8.524	0.100	0.100	0.100	0.100	28.587
12.179	50.015	0.193	0.100	80.038	121.173	0.100	0.100	0.100	120.002
29.841	47.358	23.343	98.214	70.103	0.100	7.015	44.229	0.100	21.696
6.207	40.250	86.447	0.100	0.100	0.100	0.100	227.496	0.100	0.100
0.100	89.416	0.100	0.100	0.100	104.594	14.084	45.306	0.100	0.100
0.100	0.100	0.100	0.100	0.100	0.100	78.806	0.100	0.100	127.394
115.896	0.100	0.100	0.100	0.100	0.100	46.304	0.100	0.100	0.100
0.100	0.100	0.100	0.100	0.100	0.100	82.949	0.100	0.100	135.250
0.100	238.685	0.100	0.100	228.130	0.100	13.485	0.100	0.100	0.100
68.841	27.872	58.588	0.100	0.100	0.100	0.100	0.100	0.100	0.100
237.065	30.818	0.100	0.100	0.100	0.100	40.813	14.703	0.100	0.100
29.669	27.424	187.889	0.100	7.884	19.634	0.100	0.100	0.100	0.100
9.565	15.342	0.100	0.100	6.367	0.100	0.100	46.863	0.100	87.362
4.633	174.449	0.100	0.100	106.315	0.100	0.100	15.003	0.100	0.100
33.675	88.047	0.100	45.117	0.100	147.191	0.100	78.168	0.100	0.404
0.100	300.903	0.100	0.100	0.100	0.100	0.100	0.100	0.100	7.297
0.100	99.520	122.131	0.100	55.648	0.100	0.100	0.100	0.100	0.100
0.100	242.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
10.442	405.758	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
46.115	173.085	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
70.335	120.275	0.100	0.100	233.533	0.100	0.100	50.257	0.100	0.100
0.100	13.888	0.100	0.100	0.100	0.100	0.100	328.312	0.100	0.100
0.100	31.079	8.600	0.100	242.620	0.100	0.100	0.100	0.100	0.100
253.948	184.866	21.202	0.100	134.383	0.100	0.100	0.100	0.100	0.100
263.094	85.984	13.222	0.100	0.100	0.100	0.100	0.100	0.100	0.100
194.804	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	166.396
194.805	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	166.395
332.255	259.367	54.356	13.301	161.568	0.100	0.100	75.753	0.100	0.100
2.841	26.835	0.100	0.100	0.100	0.100	0.100	0.100	0.100	175.624
37.883	310.610	37.032	0.100	61.702	9.051	0.100	98.321	0.100	0.100
104.586	240.906	12.453	0.100	96.070	162.153	0.100	96.432	0.100	0.100
0.100	16.872	0.100	0.100	0.100	0.100	0.100	11.526	0.100	105.902
23.569	42.745	0.100	0.100	0.100	0.100	0.100	200.985	0.100	0.100
0.100	17.709	264.506	0.100	28.085	0.100	0.100	0.100	0.100	0.100
